full_name,abbr_name,start_time,end_time,semester,year,prof,school,course
Mafia Movies,FMS 331,03:00,03:50 PM,Spring2023,2023,"Bowen III, Edward",1,931
Mafia Movies,FMS 331,10:00,10:50 AM,Spring2023,2023,"Bowen III, Edward",1,931
Mafia Movies,FMS 331,11:00,11:50 AM,Spring2023,2023,"Bowen III, Edward",1,931
Mafia Movies,FMS 331,01:00,01:50 PM,Spring2023,2023,"Bowen III, Edward",1,931
Storytelling w/ Digital Media,FMS 355,04:00,05:15 PM,Spring2023,2023,"Swanson, Carl",1,932
Intermediate Screenwriting,FMS 373,04:00,06:30 PM,Spring2023,2023,"Niccum, Jon; Okuyama, Chika",1,933
Intermediate Screenwriting,FMS 373,04:00,06:30 PM,Spring2023,2023,"Duron Gomez, Hispano",1,933
Animation,FMS 374,03:00,06:00 PM,Spring2023,2023,"Mai, David",1,934
Intermediate Video Production,FMS 375,03:00,04:15 PM,Spring2023,2023,"Jacobson, Matthew",1,935
American Popular Culture of:,FMS 380,06:00,09:30 PM,Spring2023,2023,"Wilson, Ronald; Jung, Kyungmin; Okuyama, Chika",1,936
US Diversity in Visual Culture,FMS 410,APPT,,Spring2023,2023,"Mai, David",1,937
Music Video Production,FMS 480,10:00,01:00 PM,Spring2023,2023,"Stone, James",1,938
Honors Seminar,FMS 498,APPT,,Spring2023,2023,"Baskett, Michael",1,939
Honors Seminar,FMS 498,APPT,,Spring2023,2023,"Mai, David",1,939
Honors Seminar,FMS 498,APPT,,Spring2023,2023,"Hurst, Robert",1,939
Honors Seminar,FMS 498,APPT,,Spring2023,2023,"Jacobson, Matthew",1,939
Honors Seminar,FMS 498,APPT,,Spring2023,2023,"Miner, Joshua",1,939
Directed Study in Film,FMS 499,APPT,,Spring2023,2023,"Baskett, Michael",1,940
Directed Study in Film,FMS 499,APPT,,Spring2023,2023,"Mai, David",1,940
Directed Study in Film,FMS 499,APPT,,Spring2023,2023,"Hurst, Robert",1,940
Directed Study in Film,FMS 499,APPT,,Spring2023,2023,"Jacobson, Matthew",1,940
Directed Study in Film,FMS 499,APPT,,Spring2023,2023,"Miner, Joshua",1,940
Film and Media Theory,FMS 530,06:00,09:00 PM,Spring2023,2023,"Urish, Benjamin; Hinders, Katie",1,941
Capstone in Film&Media Studies,FMS 585,12:00,02:00 PM,Spring2023,2023,"Hurst, Robert; Adams, Molly",1,942
Capstone in Film&Media Studies,FMS 585,12:00,02:00 PM,Spring2023,2023,"Swanson, Carl; Moon, Ghiyong",1,942
Documentary Film and Video,FMS 592,02:00,05:00 PM,Spring2023,2023,"Wilson, Ronald; Adams, Molly",1,943
Problms Basic Video Production,FMS 675,10:00,11:50 AM,Spring2023,2023,"Hurst, Robert; Mills, Tweesna; Rage, Saturn; Stone, James",1,944
Problms Basic Video Production,FMS 675,02:30,05:00 PM,Spring2023,2023,"Hurst, Robert; Stone, James",1,944
Problms Basic Video Production,FMS 675,10:00,12:30 PM,Spring2023,2023,"Hurst, Robert; Rage, Saturn",1,944
Problms Basic Video Production,FMS 675,02:30,05:00 PM,Spring2023,2023,"Hurst, Robert; Mills, Tweesna",1,944
Elementary French I,FREN 110,10:00,10:50 AM,Spring2023,2023,"Rancudo, Jonathan",1,945
Elementary French I,FREN 110,APPT,,Spring2023,2023,"Rancudo, Jonathan",1,945
Elementary French I,FREN 110,11:00,11:50 AM,Spring2023,2023,"Fluckiger, Cesar",1,945
Elementary French I,FREN 110,APPT,,Spring2023,2023,"Fluckiger, Cesar",1,945
Elementary French I,FREN 110,01:00,01:50 PM,Spring2023,2023,"Gawu, Seyram",1,945
Elementary French I,FREN 110,APPT,,Spring2023,2023,"Gawu, Seyram",1,945
Elementary French I,FREN 110,02:00,02:50 PM,Spring2023,2023,"Jenkins, Bronwen",1,945
Elementary French I,FREN 110,APPT,,Spring2023,2023,"Jenkins, Bronwen",1,945
Elementary French I,FREN 110,03:00,03:50 PM,Spring2023,2023,"Swanson, Kimberly",1,945
Elementary French I,FREN 110,APPT,,Spring2023,2023,"Swanson, Kimberly",1,945
Introduction to French II,FREN 112,04:30,06:00 PM,Spring2023,2023,"Swanson, Kimberly; Schablitsky, Danielle",1,946
Elementary French II,FREN 120,09:00,09:50 AM,Spring2023,2023,"Chan, Zoe",1,947
Elementary French II,FREN 120,APPT,,Spring2023,2023,"Chan, Zoe",1,947
Elementary French II,FREN 120,10:00,10:50 AM,Spring2023,2023,"Philippe, Mathis",1,947
Elementary French II,FREN 120,APPT,,Spring2023,2023,"Philippe, Mathis",1,947
Elementary French II,FREN 120,11:00,11:50 AM,Spring2023,2023,"Middleton, Seth",1,947
Elementary French II,FREN 120,APPT,,Spring2023,2023,"Middleton, Seth",1,947
Elementary French II,FREN 120,01:00,01:50 PM,Spring2023,2023,"Koulekpato, Kodjovi",1,947
Elementary French II,FREN 120,APPT,,Spring2023,2023,"Koulekpato, Kodjovi",1,947
Elementary French II,FREN 120,02:00,02:50 PM,Spring2023,2023,"Wetzel, Rebecca",1,947
Elementary French II,FREN 120,APPT,,Spring2023,2023,"Wetzel, Rebecca",1,947
Elementary French II,FREN 120,03:00,03:50 PM,Spring2023,2023,"Swanson, Kimberly",1,947
Elementary French II,FREN 120,APPT,,Spring2023,2023,"Swanson, Kimberly",1,947
"Zombies, Aliens, Monsters",FREN 150,APPT,,Spring2023,2023,"Scott, Paul",1,948
France and the French,FREN 152,12:00,12:50 PM,Spring2023,2023,"Kelly, Mary",1,949
Intermediate French I,FREN 230,10:00,10:50 AM,Spring2023,2023,"Enchill, Brigid",1,950
Intermediate French I,FREN 230,12:00,12:50 PM,Spring2023,2023,"Enchill, Brigid",1,950
Intermediate French I,FREN 230,01:00,01:50 PM,Spring2023,2023,"Weatherley, Gillian",1,950
Intermediate French II,FREN 240,11:00,11:50 AM,Spring2023,2023,"Lecoq Diop, Ousmane",1,951
Intermediate French II,FREN 240,01:00,01:50 PM,Spring2023,2023,"Lecoq Diop, Ousmane",1,951
Intermediate French II,FREN 240,12:00,12:50 PM,Spring2023,2023,"Weatherley, Gillian",1,951
French Written and Oral Comm 1,FREN 301,09:00,09:50 AM,Spring2023,2023,"Kelly, Mary",1,952
French Written and Oral Comm 2,FREN 302,01:00,01:50 PM,Spring2023,2023,"Weatherley, Gillian",1,953
French Written and Oral Comm 2,FREN 302,09:00,09:50 AM,Spring2023,2023,"Kelly, Mary",1,953
French Phonetics,FREN 310,11:00,12:15 PM,Spring2023,2023,"Swanson, Kimberly",1,954
Le Francais Pratique,FREN 315,04:30,06:00 PM,Spring2023,2023,"Hendrix, Jacob",1,955
Introdctn to French Literature,FREN 326,03:00,04:15 PM,Spring2023,2023,"Jewers, Caroline",1,956
French for Journalism&Business,FREN 352,09:30,10:45 AM,Spring2023,2023,"Hayes, Bruce",1,957
Intro to Translation Studies,FREN 435,03:00,04:15 PM,Spring2023,2023,"Bourgeois, Christine",1,958
Sci-Fi & Fantasy in French,FREN 481,01:00,02:15 PM,Spring2023,2023,"Scott, Paul",1,959
Directed Readings in French,FREN 495,APPT,,Spring2023,2023,"Swanson, Kimberly",1,960
Directed Readings in French,FREN 495,APPT,,Spring2023,2023,"Scott, Paul",1,960
Directed Readings in French,FREN 495,APPT,,Spring2023,2023,"Jewers, Caroline",1,960
Honors in French,FREN 499,APPT,,Spring2023,2023,"Bourgeois, Christine",1,961
Honors in French,FREN 499,APPT,,Spring2023,2023,"Swanson, Kimberly",1,961
Honors in French,FREN 499,APPT,,Spring2023,2023,"Jewers, Caroline",1,961
Studies in Film:,FREN 530,02:30,03:45 PM,Spring2023,2023,"Kelly, Van",1,962
French for Reading Knowledge,FREN 601,12:30,01:45 PM,Spring2023,2023,"Jewers, Caroline",1,963
Theme et Version,FREN 610,03:00,04:15 PM,Spring2023,2023,"Bourgeois, Christine",1,964
French Horn,FRHN 100,APPT,,Spring2023,2023,"Stevens, Paul",1,965
French Horn,FRHN 121,APPT,,Spring2023,2023,"Stevens, Paul",1,966
French Horn,FRHN 121,01:00,01:50 PM,Spring2023,2023,"Stevens, Paul",1,966
French Horn,FRHN 221,APPT,,Spring2023,2023,"Stevens, Paul",1,967
French Horn,FRHN 221,01:00,01:50 PM,Spring2023,2023,"Stevens, Paul",1,967
Horn Ensemble,FRHN 252,01:00,01:50 PM,Spring2023,2023,"Stevens, Paul",1,968
French Horn,FRHN 300,APPT,,Spring2023,2023,"Stevens, Paul",1,969
French Horn,FRHN 321,APPT,,Spring2023,2023,"Stevens, Paul",1,970
French Horn,FRHN 321,01:00,01:50 PM,Spring2023,2023,"Stevens, Paul",1,970
French Horn,FRHN 421,APPT,,Spring2023,2023,"Stevens, Paul",1,971
French Horn,FRHN 421,01:00,01:50 PM,Spring2023,2023,"Stevens, Paul",1,971
French Horn,FRHN 422,APPT,,Spring2023,2023,"Stevens, Paul",1,972
French Horn,FRHN 422,01:00,01:50 PM,Spring2023,2023,"Stevens, Paul",1,972
French Horn,FRHN 622,APPT,,Spring2023,2023,"Stevens, Paul",1,973
French Horn,FRHN 622,01:00,01:50 PM,Spring2023,2023,"Stevens, Paul",1,973
Senior Recital,FRHN 623,APPT,,Spring2023,2023,"Stevens, Paul",1,974
Horn Ensemble,FRHN 652,01:00,01:50 PM,Spring2023,2023,"Stevens, Paul",1,975
Study Abroad Program,FRSP    XXXX,APPT,,Spring2023,2023,,1,976
Study Abroad Program,FRSP    XXXX,APPT,,Spring2023,2023,,1,976
Study Abroad Program,FRSP    XXXX,APPT,,Spring2023,2023,,1,976
Study Abroad Program,FRSP    XXXX,APPT,,Spring2023,2023,,1,976
World Regional Geography,GEOG 100,10:00,10:50 AM,Spring2023,2023,"Johnson, Shaun",1,977
World Regional Geography,GEOG 100,02:30,03:45 PM,Spring2023,2023,"Diener, Alexander",1,977
"People, Place, and Society",GEOG 102,01:00,01:50 PM,Spring2023,2023,"Warf, Barney",1,978
"People, Place, and Society",GEOG 102,APPT,,Spring2023,2023,"Mallik, Senjuti",1,978
Intro to Physical Geography,GEOG 104,11:00,11:50 AM,Spring2023,2023,"Vanderveen, Cornelis",1,979
Intro to Physical Geography,GEOG 104,02:30,03:45 PM,Spring2023,2023,"Tappan, Taylor",1,979
Intro to Physical Geography,GEOG 104,APPT,,Spring2023,2023,"Grote, Katie",1,979
Intr Lab in Physical Geography,GEOG 105,08:00,09:50 AM,Spring2023,2023,"Blum, Nathaniel; Tappan, Taylor",1,980
Intr Lab in Physical Geography,GEOG 105,10:00,11:50 AM,Spring2023,2023,"Tappan, Taylor; McLiney, Cap",1,980
Intr Lab in Physical Geography,GEOG 105,10:00,11:50 AM,Spring2023,2023,"Tappan, Taylor; Tan, Yane",1,980
Intr Lab in Physical Geography,GEOG 105,12:00,01:50 PM,Spring2023,2023,"Tappan, Taylor; Gilmore, Steven",1,980
Intr Lab in Physical Geography,GEOG 105,12:00,01:50 PM,Spring2023,2023,"Tappan, Taylor; McLiney, Cap",1,980
Intr Lab in Physical Geography,GEOG 105,12:00,01:50 PM,Spring2023,2023,"Tappan, Taylor; Gilmore, Steven",1,980
Intr Lab in Physical Geography,GEOG 105,12:00,01:50 PM,Spring2023,2023,"Tappan, Taylor; Tan, Yane",1,980
Intr Lab in Physical Geography,GEOG 105,02:00,03:50 PM,Spring2023,2023,"Tappan, Taylor; Snay, Heather",1,980
Intr Lab in Physical Geography,GEOG 105,02:00,03:50 PM,Spring2023,2023,"Tappan, Taylor; Snay, Heather",1,980
Intr Lab in Physical Geography,GEOG 105,02:00,03:50 PM,Spring2023,2023,"Blum, Nathaniel; Tappan, Taylor",1,980
Mapping Our Changing World,GEOG 111,01:00,02:15 PM,Spring2023,2023,"Shi, Di",1,981
Mapping Our Changing World,GEOG 111,09:00,10:50 AM,Spring2023,2023,"Verhulst, Grant",1,981
Mapping Our Changing World,GEOG 111,09:00,10:50 AM,Spring2023,2023,"Verhulst, Grant",1,981
Globl Env II:Ecol Hmn Civilztn,GEOG 142,12:30,01:45 PM,Spring2023,2023,"Jakubauskas, Mark; Boynton, Alex; Quick, Madeleine; Ramsey, Sarah",1,982
Globl Env II:Ecol Hmn Civilztn,GEOG 142,11:00,12:50 PM,Spring2023,2023,"Jakubauskas, Mark; Boynton, Alex; Becker, Courtney; Zehr, Hannah",1,982
Globl Env II:Ecol Hmn Civilztn,GEOG 142,02:30,04:20 PM,Spring2023,2023,"Jakubauskas, Mark; Boynton, Alex; Becker, Courtney",1,982
Globl Env II:Ecol Hmn Civilztn,GEOG 142,11:00,12:50 PM,Spring2023,2023,"Jakubauskas, Mark; Boynton, Alex; Zehr, Hannah",1,982
Globl Env II:Ecol Hmn Civilztn,GEOG 142,09:00,10:50 AM,Spring2023,2023,"Jakubauskas, Mark; Boynton, Alex; Ramsey, Sarah",1,982
Globl Env II:Ecol Hmn Civilztn,GEOG 142,11:00,12:50 PM,Spring2023,2023,"Jakubauskas, Mark; Boynton, Alex; Quick, Madeleine",1,982
"Glbl Evrn II:Eclgy Hmn Cvlz,Hn",GEOG 145,12:30,01:45 PM,Spring2023,2023,"Jakubauskas, Mark; Boynton, Alex; Quick, Madeleine; Ramsey, Sarah",1,983
"Glbl Evrn II:Eclgy Hmn Cvlz,Hn",GEOG 145,09:00,10:50 AM,Spring2023,2023,"Jakubauskas, Mark; Boynton, Alex",1,983
Scientfc Princpls Envrnmt Stds,GEOG 148,APPT,,Spring2023,2023,"Nuckolls, Kathleen",1,984
Scientfc Princpls Envrnmt Stds,GEOG 148,APPT,,Spring2023,2023,"Nuckolls, Kathleen",1,984
Scientfc Princpls Envrnmt Stds,GEOG 148,APPT,,Spring2023,2023,"Nuckolls, Kathleen",1,984
Scientfc Princpls Envrnmt Stds,GEOG 148,APPT,,Spring2023,2023,"Nuckolls, Kathleen",1,984
Culture and Health,GEOG 201,APPT,,Spring2023,2023,"Rhine, Kathryn",1,985
Culture and Health,GEOG 201,APPT,,Spring2023,2023,"Henderson, Hazlett; Rhine, Kathryn; Adela, Charity; Fidelis, Godson",1,985
Culture and Health,GEOG 201,APPT,,Spring2023,2023,"Henderson, Hazlett; Rhine, Kathryn; Adela, Charity; Fidelis, Godson",1,985
Culture and Health,GEOG 201,APPT,,Spring2023,2023,"Henderson, Hazlett; Rhine, Kathryn; Adela, Charity; Fidelis, Godson",1,985
Culture and Health,GEOG 201,APPT,,Spring2023,2023,"Rhine, Kathryn",1,985
Culture and Health,GEOG 201,APPT,,Spring2023,2023,"Rhine, Kathryn",1,985
"Culture and Health, Honors",GEOG 202,02:00,02:50 PM,Spring2023,2023,"Rhine, Kathryn",1,986
Climate and Climate Change,GEOG 321,APPT,,Spring2023,2023,"Jin, Qinjian",1,987
Glaciers and Landscape,GEOG 332,02:00,04:50 PM,Spring2023,2023,"Vanderveen, Cornelis",1,988
Africa's Human Geographies,GEOG 351,09:30,10:45 AM,Spring2023,2023,"Morris, Julie",1,989
Intro to Geog Informtn Systems,GEOG 358,02:30,03:45 PM,Spring2023,2023,"Tappan, Taylor",1,990
Intro to Geog Informtn Systems,GEOG 358,10:00,11:50 AM,Spring2023,2023,"Tappan, Taylor",1,990
Intro to Geog Informtn Systems,GEOG 358,11:00,12:50 PM,Spring2023,2023,"Tappan, Taylor",1,990
Environmental Policy,GEOG 372,11:00,12:15 PM,Spring2023,2023,"Schulte, Scott",1,991
Environmental Issues of:,GEOG 395,11:00,12:15 PM,Spring2023,2023,"Herlihy, Peter",1,992
Environmental Issues of:,GEOG 395,01:00,02:15 PM,Spring2023,2023,"O'Lear, Shannon",1,992
Topics in Regional Studies:,GEOG 399,11:00,01:30 PM,Spring2023,2023,"Herlihy, Peter",1,993
Topics in Regional Studies:,GEOG 399,APPT,,Spring2023,2023,"MacGonagle, Elizabeth; Rhine, Kathryn; De Andrade Tosta, Antonio",1,993
Geographic Internship,GEOG 490,APPT,,Spring2023,2023,"Adams, Melinda",1,994
Geographic Internship,GEOG 490,APPT,,Spring2023,2023,"Brown, J. Christopher",1,994
Geographic Internship,GEOG 490,APPT,,Spring2023,2023,"Diener, Alexander",1,994
Geographic Internship,GEOG 490,APPT,,Spring2023,2023,"Herlihy, Peter",1,994
Geographic Internship,GEOG 490,APPT,,Spring2023,2023,"Johnson, Jay",1,994
Geographic Internship,GEOG 490,APPT,,Spring2023,2023,"Lei, Ting",1,994
Geographic Internship,GEOG 490,APPT,,Spring2023,2023,"Li, Xingong",1,994
Geographic Internship,GEOG 490,APPT,,Spring2023,2023,"O'Lear, Shannon",1,994
Geographic Internship,GEOG 490,APPT,,Spring2023,2023,"Rhine, Kathryn",1,994
Geographic Internship,GEOG 490,APPT,,Spring2023,2023,"Vanderveen, Cornelis",1,994
Geographic Internship,GEOG 490,APPT,,Spring2023,2023,"Warf, Barney",1,994
Special Topics in Geography:,GEOG 498,APPT,,Spring2023,2023,"Adams, Melinda",1,995
Special Topics in Geography:,GEOG 498,APPT,,Spring2023,2023,"Brown, J. Christopher",1,995
Special Topics in Geography:,GEOG 498,APPT,,Spring2023,2023,"Diener, Alexander",1,995
Special Topics in Geography:,GEOG 498,APPT,,Spring2023,2023,"Herlihy, Peter",1,995
Special Topics in Geography:,GEOG 498,APPT,,Spring2023,2023,"Johnson, Jay",1,995
Special Topics in Geography:,GEOG 498,APPT,,Spring2023,2023,"Lei, Ting",1,995
Special Topics in Geography:,GEOG 498,APPT,,Spring2023,2023,"Li, Xingong",1,995
Special Topics in Geography:,GEOG 498,APPT,,Spring2023,2023,"O'Lear, Shannon",1,995
Special Topics in Geography:,GEOG 498,APPT,,Spring2023,2023,"Rhine, Kathryn",1,995
Special Topics in Geography:,GEOG 498,APPT,,Spring2023,2023,"Vanderveen, Cornelis",1,995
Special Topics in Geography:,GEOG 498,APPT,,Spring2023,2023,"Warf, Barney",1,995
Honors Course in Geography,GEOG 499,APPT,,Spring2023,2023,"Adams, Melinda",1,996
Honors Course in Geography,GEOG 499,APPT,,Spring2023,2023,"Brown, J. Christopher",1,996
Honors Course in Geography,GEOG 499,APPT,,Spring2023,2023,"Diener, Alexander",1,996
Honors Course in Geography,GEOG 499,APPT,,Spring2023,2023,"Herlihy, Peter",1,996
Honors Course in Geography,GEOG 499,APPT,,Spring2023,2023,"Johnson, Jay",1,996
Honors Course in Geography,GEOG 499,APPT,,Spring2023,2023,"Lei, Ting",1,996
Honors Course in Geography,GEOG 499,APPT,,Spring2023,2023,"Li, Xingong",1,996
Honors Course in Geography,GEOG 499,APPT,,Spring2023,2023,"O'Lear, Shannon",1,996
Honors Course in Geography,GEOG 499,APPT,,Spring2023,2023,"Rhine, Kathryn",1,996
Honors Course in Geography,GEOG 499,APPT,,Spring2023,2023,"Vanderveen, Cornelis",1,996
Honors Course in Geography,GEOG 499,APPT,,Spring2023,2023,"Warf, Barney",1,996
Senior Capstone in Geography,GEOG 500,02:00,04:30 PM,Spring2023,2023,"Diener, Alexander",1,997
Remote Sensing Environment I,GEOG 526,09:30,10:45 AM,Spring2023,2023,"Shi, Di",1,998
Remote Sensing Environment I,GEOG 526,12:45,01:45 PM,Spring2023,2023,"Verhulst, Grant",1,998
Spatial Databases,GEOG 528,03:00,05:30 PM,Spring2023,2023,"Lei, Ting",1,999
Intermediate Geogr Info Systms,GEOG 558,11:00,12:15 PM,Spring2023,2023,"Li, Xingong",1,1000
Intermediate Geogr Info Systms,GEOG 558,01:00,02:50 PM,Spring2023,2023,"Weiss, David",1,1000
Intermediate Geogr Info Systms,GEOG 558,12:00,01:50 PM,Spring2023,2023,"Weiss, David",1,1000
Topics in Cultural Geography:,GEOG 571,02:00,05:00 PM,Spring2023,2023,"Adams, Melinda",1,1001
The Way The Earth Works,GEOL 101,11:00,12:15 PM,Spring2023,2023,"Tenpenny, Tyrell; Center, Marc; Panahi, Fatema; Bartlow, Noel",1,1002
Geology Fundamntals Laboratory,GEOL 103,10:00,11:50 AM,Spring2023,2023,"Marshall, C; Huffman, Bradley",1,1003
Geology Fundamntals Laboratory,GEOL 103,12:00,01:50 PM,Spring2023,2023,"Marshall, C; Szydlowski, Hanna",1,1003
Geology Fundamntals Laboratory,GEOL 103,02:00,03:50 PM,Spring2023,2023,"Marshall, C; Torres Zamora, Angela",1,1003
Geology Fundamntals Laboratory,GEOL 103,09:00,10:50 AM,Spring2023,2023,"Marshall, C; Tsiboe, Mary Ama",1,1003
Geology Fundamntals Laboratory,GEOL 103,01:00,02:50 PM,Spring2023,2023,"Marshall, C; Zallum, Ibrahim",1,1003
History of the Earth,GEOL 105,APPT,,Spring2023,2023,"Kamola, Diane; Torres Zamora, Angela; Tumblin, Brady",1,1004
Earthquakes &Natural Disasters,GEOL 171,APPT,,Spring2023,2023,"Tsoflias, George; Tsiboe, Mary Ama",1,1005
Introduction to Oceanography,GEOL 301,APPT,,Spring2023,2023,"Taylor, Michael",1,1006
Oceanography,GEOL 302,APPT,,Spring2023,2023,"Rankey, Eugene",1,1007
Historical Geology,GEOL 304,11:00,12:15 PM,Spring2023,2023,"Walker, Doug; Hasiotis, S.",1,1008
Gemstones,GEOL 315,APPT,,Spring2023,2023,"Moller, Andreas; Szydlowski, Hanna",1,1009
Sedimentolgy and Stratigraphy,GEOL 331,09:30,10:45 AM,Spring2023,2023,"Kamola, Diane",1,1010
Sedimentolgy and Stratigraphy,GEOL 331,02:00,04:45 PM,Spring2023,2023,"Kamola, Diane; Matthaei, Cari",1,1010
Sedimentolgy and Stratigraphy,GEOL 331,02:30,05:15 PM,Spring2023,2023,"Kamola, Diane; Matthaei, Cari",1,1010
Sedimentology Petroleum Engnrs,GEOL 332,12:00,12:50 PM,Spring2023,2023,"Goldstein, Robert",1,1011
Sedimentology Petroleum Engnrs,GEOL 332,02:00,04:45 PM,Spring2023,2023,"Goldstein, Robert; Zallum, Ibrahim",1,1011
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Bartlow, Noel",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Blum, Michael",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Burnham, David",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Devlin, J.",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Fowle, David",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Franseen, Evan",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Goldstein, Robert",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Hasiotis, S.",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Hill, Mary",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Kalbas, James",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Kamola, Diane",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Marshall, C",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"McLean, Noah",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Moller, Andreas",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Olcott, Alison",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Rankey, Eugene",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Roberts, Jennifer",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Stearns, Leigh",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Suarez, Marina",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Taylor, Michael",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Tsoflias, George",1,1012
Special Studies in Geology,GEOL 391,APPT,,Spring2023,2023,"Walker, Doug",1,1012
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Bartlow, Noel",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Blum, Michael",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Devlin, J.",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Fowle, David",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Franseen, Evan",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Goldstein, Robert",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Hasiotis, S.",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Hill, Mary",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Kalbas, James",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Kamola, Diane",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Marshall, C",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"McLean, Noah",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Moller, Andreas",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Olcott, Alison",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Rankey, Eugene",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Roberts, Jennifer",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Stearns, Leigh",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Suarez, Marina",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Taylor, Michael",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Tsoflias, George",1,1013
Senior Honors Research,GEOL 399,APPT,,Spring2023,2023,"Walker, Doug",1,1013
Linear Algebra Earth Scientsts,GEOL 502,11:00,11:50 AM,Spring2023,2023,"Walker, Doug",1,1014
Numericl Mthds in Earth Scienc,GEOL 503,12:00,01:00 PM,Spring2023,2023,"McLean, Noah",1,1015
Igneous &Metamorphic Petrology,GEOL 512,01:00,01:50 PM,Spring2023,2023,"Moller, Andreas",1,1016
Petrology Laboratory,GEOL 513,09:00,11:45 AM,Spring2023,2023,"Moller, Andreas; Center, Marc",1,1017
Paleontology,GEOL 521,03:00,04:15 PM,Spring2023,2023,"Hasiotis, S.",1,1018
Paleontology Laboratory,GEOL 523,02:30,05:15 PM,Spring2023,2023,"Hasiotis, S.; Huffman, Bradley",1,1019
Introduction to Hydrogeology,GEOL 552,APPT,,Spring2023,2023,"Cremeans, Mackenzie; Szydlowski, Hanna",1,1020
Introduction to Hydrogeology,GEOL 552,APPT,,Spring2023,2023,"Cremeans, Mackenzie",1,1020
Structural Geology,GEOL 562,01:00,02:15 PM,Spring2023,2023,"Walker, Doug",1,1021
Structural Geology,GEOL 562,02:30,05:00 PM,Spring2023,2023,"Walker, Doug; Panahi, Fatema",1,1021
Topics in Geology:,GEOL 591,04:00,04:50 PM,Spring2023,2023,"Hill, Mary",1,1022
Topics in Geology:,GEOL 591,APPT,,Spring2023,2023,"Devlin, J.",1,1022
Topics in Geology:,GEOL 591,02:30,03:45 PM,Spring2023,2023,"Suarez, Marina",1,1022
Topics in Geology:,GEOL 591,09:00,10:30 AM,Spring2023,2023,"Taylor, Michael",1,1022
Topics in Geology:,GEOL 591,02:00,04:50 PM,Spring2023,2023,"Vanderveen, Cornelis",1,1022
Topics in Geology:,GEOL 591,06:00,07:30 PM,Spring2023,2023,"Leines, Rick",1,1022
Topics in Geology:,GEOL 591,06:00,07:30 PM,Spring2023,2023,"Leines, Rick",1,1022
Topics in Geology:,GEOL 591,08:00,05:00 PM,Spring2023,2023,"Leines, Rick",1,1022
German Reading Course I,GERM 100,02:30,03:45 PM,Spring2023,2023,"Dickey, Stephen",1,1023
Elementary German I,GERM 104,APPT,,Spring2023,2023,"Emkow, Carola",1,1024
Elementary German I,GERM 104,10:00,10:50 AM,Spring2023,2023,"Frawley, Gabrielle",1,1024
