full_name,abbr_name,start_time,end_time,semester,year,prof,school,course
TV News-Advanced Media,JMC 620,11:00,12:15 PM,Fall2023,2023,"Greene-Blye, Melissa",1,1381
TV News-Advanced Media,JMC 620,11:00,12:15 PM,Fall2023,2023,"Greene-Blye, Melissa",1,1381
TV News-Advanced Media,JMC 620,12:45,04:45 PM,Fall2023,2023,"Greene-Blye, Melissa",1,1381
TV News-Advanced Media,JMC 620,12:45,01:45 PM,Fall2023,2023,"Greene-Blye, Melissa",1,1381
Depth Rprtng-Advd Media/Capstn,JMC 630,09:30,10:45 AM,Fall2023,2023,"Gaston, Patricia",1,1382
"Cmpgns Dgtl Mkt Cm,Adv&Pblc Rl",JMC 640,11:00,12:15 PM,Fall2023,2023,"Treaster, Alex",1,1383
"Cmpgns Dgtl Mkt Cm,Adv&Pblc Rl",JMC 640,12:30,01:45 PM,Fall2023,2023,"Conlin, Jeff",1,1383
"Cmpgns Dgtl Mkt Cm,Adv&Pblc Rl",JMC 640,02:30,03:45 PM,Fall2023,2023,"Loewen, Lisa",1,1383
Media Arts Capstone,JMC 645,02:30,03:45 PM,Fall2023,2023,,1,1384
Media Arts Capstone,JMC 645,02:30,03:45 PM,Fall2023,2023,,1,1384
Magazine Journalism-Adv Media,JMC 650,03:00,04:15 PM,Fall2023,2023,"Holstead, Carol",1,1385
Prof Capstn - Adv Media/Capstn,JMC 660,APPT,,Fall2023,2023,"Greene-Blye, Melissa",1,1386
Intellectual Property in Pract,JMC 670,09:30,10:45 AM,Fall2023,2023,"Belmas, Genelle",1,1387
Beginning Japanese I,JPN 100,04:30,06:00 PM,Fall2023,2023,"Daldorph, Misae",1,1388
Elementary Japanese I,JPN 104,09:30,10:45 AM,Fall2023,2023,"Naito Billen, Yuka",1,1389
Elementary Japanese I,JPN 104,11:00,12:15 PM,Fall2023,2023,"Naito Billen, Yuka",1,1389
Elementary Japanese I,JPN 104,01:00,02:15 PM,Fall2023,2023,"Nobuki, Ayumi",1,1389
Elementary Japanese I,JPN 104,11:00,11:50 AM,Fall2023,2023,"Madden, Amaya",1,1389
Elementary Japanese I,JPN 104,10:00,10:50 AM,Fall2023,2023,"Madden, Amaya",1,1389
Elementary Japanese I,JPN 104,01:00,01:50 PM,Fall2023,2023,,1,1389
Elementary Japanese I,JPN 104,02:00,02:50 PM,Fall2023,2023,,1,1389
Intermediate Japanese I,JPN 204,09:30,10:45 AM,Fall2023,2023,"Daldorph, Misae",1,1390
Intermediate Japanese I,JPN 204,08:00,09:15 AM,Fall2023,2023,"Daldorph, Misae",1,1390
Intermediate Japanese I,JPN 204,10:00,10:50 AM,Fall2023,2023,"Kitada, Ami",1,1390
Intermediate Japanese I,JPN 204,09:00,09:50 AM,Fall2023,2023,"Kitada, Ami",1,1390
Directed Readings in Japanese,JPN 498,APPT,,Fall2023,2023,"Naito Billen, Yuka",1,1391
Advanced Modern Japanese I,JPN 504,10:00,10:50 AM,Fall2023,2023,"Naito Billen, Yuka; Nobuki, Ayumi",1,1392
Advanced Modern Japanese I,JPN 504,01:00,02:15 PM,Fall2023,2023,"Naito Billen, Yuka; Nobuki, Ayumi",1,1392
Modern Japanese Texts I,JPN 562,11:00,12:15 PM,Fall2023,2023,"Galvane, Linda",1,1393
Readings in:,JPN 598,09:30,10:45 AM,Fall2023,2023,"Daldorph, Misae",1,1394
"Jews, Christians, Muslims",JWSH 107,APPT,,Fall2023,2023,"Brody, Samuel",1,1395
First Year Seminar:,JWSH 177,01:00,02:15 PM,Fall2023,2023,"Zeedan, Rami",1,1396
Topics in Jewish Studies:,JWSH 300,01:00,02:15 PM,Fall2023,2023,"Dean, Bartholomew",1,1397
"Language, Gender and Sexuality",JWSH 305,01:00,01:50 PM,Fall2023,2023,"Perelmutter, RB; Hwang, Chul Hyun",1,1398
"Language, Gender and Sexuality",JWSH 305,10:00,10:50 AM,Fall2023,2023,"Hwang, Chul Hyun",1,1398
"Language, Gender and Sexuality",JWSH 305,11:00,11:50 AM,Fall2023,2023,"Hwang, Chul Hyun",1,1398
"Language, Gender and Sexuality",JWSH 305,01:00,01:50 PM,Fall2023,2023,"Hwang, Chul Hyun",1,1398
Introduction to Judaism,JWSH 325,APPT,,Fall2023,2023,"Brody, Samuel",1,1399
Israli-Palstnan CnfIc:An Intro,JWSH 329,02:30,03:45 PM,Fall2023,2023,,1,1400
Mystical Tradition in Judaism,JWSH 330,11:00,12:15 PM,Fall2023,2023,"Perelmutter, Bogi",1,1401
Hitler and Nazi Germany,JWSH 341,04:00,06:30 PM,Fall2023,2023,"Cline, Shelly",1,1402
Antisemitism:  A Long History,JWSH 349,03:00,04:15 PM,Fall2023,2023,,1,1403
Politics &Government in Israel,JWSH 420,APPT,,Fall2023,2023,"Zeedan, Rami",1,1404
Topics in Israeli Society:,JWSH 422,12:30,01:45 PM,Fall2023,2023,,1,1405
Directd Study in Jewish Stdies,JWSH 490,APPT,,Fall2023,2023,"Zeedan, Rami",1,1406
"Dirctd Stdy in Jewish Stdies,H",JWSH 491,APPT,,Fall2023,2023,"Zeedan, Rami",1,1407
Senior Seminar in Jewish Studi,JWSH 601,APPT,,Fall2023,2023,"Zeedan, Rami",1,1408
Elementary KiSwahili I,KISW 110,09:00,09:50 AM,Fall2023,2023,,1,1409
Elementary KiSwahili I,KISW 110,09:00,09:50 AM,Fall2023,2023,,1,1409
Intermediate KiSwahili I,KISW 210,11:00,12:15 PM,Fall2023,2023,,1,1410
Advanced KiSwahili I,KISW 310,03:00,04:15 PM,Fall2023,2023,"Ojiambo, Peter",1,1411
Readings in KiSwahili I,KISW 401,03:00,05:30 PM,Fall2023,2023,,1,1412
Beginning Korean I,KOR 100,04:30,06:00 PM,Fall2023,2023,"Kook, Rachel",1,1413
Elementary Korean I,KOR 104,09:30,10:45 AM,Fall2023,2023,"Lee, Ji Yeon",1,1414
Elementary Korean I,KOR 104,11:00,12:15 PM,Fall2023,2023,"Lee, Ji Yeon",1,1414
Elementary Korean I,KOR 104,10:00,10:50 AM,Fall2023,2023,,1,1414
Elementary Korean I,KOR 104,11:00,11:50 AM,Fall2023,2023,,1,1414
Elementary Korean I,KOR 104,01:00,01:50 PM,Fall2023,2023,"Hwangbo, Minjoo",1,1414
Elementary Korean I,KOR 104,02:00,02:50 PM,Fall2023,2023,"Hwangbo, Minjoo",1,1414
Intermediate Korean I,KOR 204,11:00,12:15 PM,Fall2023,2023,,1,1415
Intermediate Korean I,KOR 204,01:00,02:15 PM,Fall2023,2023,"Kook, Rachel",1,1415
Intermediate Korean I,KOR 204,10:00,10:50 AM,Fall2023,2023,,1,1415
Intermediate Korean I,KOR 204,11:00,11:50 AM,Fall2023,2023,,1,1415
Directed Readings in Korean,KOR 498,APPT,,Fall2023,2023,"Lee, Ji Yeon",1,1416
Advanced Modern Korean I,KOR 504,09:00,09:50 AM,Fall2023,2023,"Lee, Ji Yeon",1,1417
Advanced Modern Korean I,KOR 504,09:30,10:45 AM,Fall2023,2023,,1,1417
Modern Korean Texts I,KOR 562,09:30,10:45 AM,Fall2023,2023,"Kook, Rachel",1,1418
Readings in:,KOR 598,02:30,03:45 PM,Fall2023,2023,"Kook, Rachel",1,1419
Elementary Kaqchikel Maya I,KQKL 110,APPT,,Fall2023,2023,"Tummons, Emily",1,1420
Intermediate Kaqchikel Maya I,KQKL 230,APPT,,Fall2023,2023,"Tummons, Emily",1,1421
Advanced Kaqchikel Maya I,KQKL 350,APPT,,Fall2023,2023,"Tummons, Emily",1,1422
Directed Studies in Kaqchikel,KQKL 500,APPT,,Fall2023,2023,"Tummons, Emily",1,1423
Personal Numeracy,LA&S 108,APPT,,Fall2023,2023,"Pahls, Mark",1,1424
Personal Numeracy,LA&S 108,APPT,,Fall2023,2023,"Pahls, Mark",1,1424
Exploring Health Professions,LA&S 172,11:00,12:15 PM,Fall2023,2023,,1,1425
Exploring Health Professions,LA&S 172,01:00,02:15 PM,Fall2023,2023,"Dawson, Symantha",1,1425
Exploring Health Professions,LA&S 172,02:30,03:45 PM,Fall2023,2023,"Dawson, Symantha",1,1425
Western Civilization I,LA&S 250,11:10,12:00 PM,Fall2023,2023,"Ng, Jennifer",1,1426
Western Civilization I,LA&S 250,12:30,01:45 PM,Fall2023,2023,"Ng, Jennifer",1,1426
Interpersonal Management,LA&S 260,APPT,,Fall2023,2023,"McKnight, Carolyn",1,1427
Workplace Success Skills,LA&S 262,APPT,,Fall2023,2023,"Kirksey, Alexandra",1,1428
Prep for Prog Health Professns,LA&S 372,02:30,03:45 PM,Fall2023,2023,"Summers, Courtney",1,1429
Prep for Prog Health Professns,LA&S 372,APPT,,Fall2023,2023,"Summers, Courtney",1,1429
Job Srch Skls Lbrl Arts&Sci Mj,LA&S 470,APPT,,Fall2023,2023,"Davis, Rachel",1,1430
Job Srch Skls Lbrl Arts&Sci Mj,LA&S 470,APPT,,Fall2023,2023,"Davis, Rachel",1,1430
Professional Career Management,LA&S 475,APPT,,Fall2023,2023,"Johnson, Melissa",1,1431
Professional Career Management,LA&S 475,APPT,,Fall2023,2023,"Johnson, Melissa",1,1431
Global Career Management,LA&S 485,APPT,,Fall2023,2023,"Johnson, Melissa",1,1432
Global Career Management,LA&S 485,APPT,,Fall2023,2023,"Johnson, Melissa",1,1432
Internship Exploration,LA&S 490,APPT,,Fall2023,2023,"Johnson, Melissa",1,1433
Sr Semnr in Librl Arts&Science,LA&S 494,APPT,,Fall2023,2023,"Urie, Dale",1,1434
Sr Semnr in Librl Arts&Science,LA&S 494,APPT,,Fall2023,2023,"Urie, Dale",1,1434
Sr Semnr in Librl Arts&Science,LA&S 494,APPT,,Fall2023,2023,"Urie, Dale",1,1434
Sr Semnr in Librl Arts&Science,LA&S 494,APPT,,Fall2023,2023,"Urie, Dale",1,1434
Latin American Culture&Society,LAC 100,APPT,,Fall2023,2023,"Sullinger, Jesse",1,1435
Latin American Culture&Society,LAC 100,APPT,,Fall2023,2023,"Sullinger, Jesse",1,1435
Intrdsplnry Thems Lat Amr Stds,LAC 300,02:30,03:45 PM,Fall2023,2023,"Herlihy, Laura",1,1436
Topcs Latin American Area Std:,LAC 302,APPT,,Fall2023,2023,"Snyder, Heaven",1,1437
Topcs Latin American Area Std:,LAC 302,APPT,,Fall2023,2023,"Snyder, Heaven",1,1437
Topcs Latin American Area Std:,LAC 302,APPT,,Fall2023,2023,"Snyder, Heaven",1,1437
Topcs Latin American Area Std:,LAC 302,05:30,08:00 PM,Fall2023,2023,"Herlihy, Laura",1,1437
Topics in LAC - Anthropology:,LAC 310,01:00,02:15 PM,Fall2023,2023,"Dean, Bartholomew",1,1438
Topics in LAC - Anthropology:,LAC 310,02:30,05:00 PM,Fall2023,2023,"Dean, Bartholomew",1,1438
Topics in LAC - Sp Am Lit Clt:,LAC 312,02:30,03:45 PM,Fall2023,2023,"Valderrama Negrón, Ninel Hipatia",1,1439
Topics in LAC - Trns Atlc&Ntl:,LAC 318,12:30,01:45 PM,Fall2023,2023,,1,1440
Lang &Society in Latin America,LAC 332,04:00,05:15 PM,Fall2023,2023,"Herlihy, Laura",1,1441
Drctd Stdy Lat Am Area Studies,LAC 500,APPT,,Fall2023,2023,"De Andrade Tosta, Antonio",1,1442
Drctd Stdy Lat Am Area Studies,LAC 500,APPT,,Fall2023,2023,"Metz, Brent",1,1442
Topics in LAC - Anthropology:,LAC 510,01:00,02:15 PM,Fall2023,2023,"Dean, Bartholomew",1,1443
Topics in LAC - Anthropology:,LAC 510,02:30,05:00 PM,Fall2023,2023,"Dean, Bartholomew",1,1443
Ancient Amer Civl:Centrl Andes,LAC 558,02:30,03:45 PM,Fall2023,2023,"Hoopes, John",1,1444
Ancient Central America,LAC 559,11:00,12:15 PM,Fall2023,2023,"Hoopes, John",1,1445
Tpcs in Latin Americn Studies:,LAC 602,APPT,,Fall2023,2023,"Tummons, Emily",1,1446
Tpcs in Latin Americn Studies:,LAC 602,APPT,,Fall2023,2023,"Laguerre, Jowel",1,1446
Tpcs in Latin Americn Studies:,LAC 602,APPT,,Fall2023,2023,"Laguerre, Jowel",1,1446
Tpcs in Latin Americn Studies:,LAC 602,APPT,,Fall2023,2023,"Laguerre, Jowel",1,1446
Tpcs in Latin Americn Studies:,LAC 602,APPT,,Fall2023,2023,"Tummons, Emily",1,1446
Tpcs in Latin Americn Studies:,LAC 602,10:00,10:50 AM,Fall2023,2023,"Dos Santos Marques, Ana",1,1446
Tpcs in Latin Americn Studies:,LAC 602,APPT,,Fall2023,2023,"Snyder, Heaven",1,1446
Tpcs in Latin Americn Studies:,LAC 602,APPT,,Fall2023,2023,"Snyder, Heaven",1,1446
Tpcs in Latin Americn Studies:,LAC 602,APPT,,Fall2023,2023,"Snyder, Heaven",1,1446
Tpcs in Latin Americn Studies:,LAC 602,APPT,,Fall2023,2023,"Snyder, Heaven",1,1446
Tpcs in Latin Americn Studies:,LAC 602,APPT,,Fall2023,2023,"Tummons, Emily",1,1446
Tpcs in Latin Americn Studies:,LAC 602,05:30,08:00 PM,Fall2023,2023,"Herlihy, Laura",1,1446
Elementary Latin I,LAT 104,02:00,02:50 PM,Fall2023,2023,,1,1447
Elementary Latin I,LAT 104,APPT,,Fall2023,2023,,1,1447
"Elementary Latin I, Honors",LAT 105,02:00,02:50 PM,Fall2023,2023,,1,1448
"Elementary Latin I, Honors",LAT 105,APPT,,Fall2023,2023,,1,1448
Readings in Latin Literature,LAT 112,01:00,01:50 PM,Fall2023,2023,"Byerly, Brian",1,1449
"Readings Latin Literature, Hrs",LAT 113,01:00,01:50 PM,Fall2023,2023,"Byerly, Brian",1,1450
Roman Historians,LAT 303,02:00,02:50 PM,Fall2023,2023,"Welch, Tara",1,1451
Readings in:,LAT 375,02:00,02:50 PM,Fall2023,2023,"Welch, Tara",1,1452
Honors Essay in Latin,LAT 496,APPT,,Fall2023,2023,"Welch, Tara",1,1453
Honors Essay in Latin,LAT 496,APPT,,Fall2023,2023,"White, Georgina",1,1453
Intro Leadrshp Studes&Applctns,LDST 200,01:00,01:50 PM,Fall2023,2023,"Vietti, Emily",1,1454
Intro Leadrshp Studes&Applctns,LDST 200,08:00,08:50 AM,Fall2023,2023,,1,1454
Intro Leadrshp Studes&Applctns,LDST 200,09:00,09:50 AM,Fall2023,2023,,1,1454
Intro Leadrshp Studes&Applctns,LDST 200,10:00,10:50 AM,Fall2023,2023,,1,1454
Intro Leadrshp Studes&Applctns,LDST 200,12:00,12:50 PM,Fall2023,2023,,1,1454
Intro Leadrshp Studes&Applctns,LDST 200,01:00,01:50 PM,Fall2023,2023,,1,1454
Intro Leadrshp Studes&Applctns,LDST 200,11:00,11:50 AM,Fall2023,2023,,1,1454
Intro Leadrshp Studes&Applctns,LDST 200,APPT,,Fall2023,2023,"Stutzman, Jacob",1,1454
Intro Leadrshp Studes&Applctns,LDST 200,APPT,,Fall2023,2023,"Stutzman, Jacob",1,1454
"Intro to Leadership, Hnrs",LDST 203,11:00,12:15 PM,Fall2023,2023,"Leyerzapf, Amy",1,1455
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,09:00,09:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,05:00,05:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,10:00,10:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,11:00,11:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,08:00,08:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,09:00,09:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,10:00,10:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,11:00,11:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,08:00,08:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,09:00,09:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,10:00,10:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,11:00,11:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,01:00,01:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,02:00,02:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,03:00,03:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,04:00,04:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,01:00,01:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,02:00,02:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,03:00,03:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,04:00,04:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,09:00,09:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,10:00,10:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,APPT,,Fall2023,2023,"Foree, Melissa",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,11:00,11:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,06:00,06:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,05:00,05:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,11:00,11:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,09:00,09:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,10:00,10:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,10:00,10:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,09:00,09:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,11:00,11:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Gadd-Nelson, Rachel",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Gadd-Nelson, Rachel",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,09:00,09:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,10:00,10:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,11:00,11:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Attaway, Melissa",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Attaway, Melissa",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,01:00,01:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,02:00,02:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,03:00,03:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,04:00,04:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,12:00,12:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,01:00,01:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,01:00,01:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,02:00,02:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,08:00,08:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,01:00,01:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,02:00,02:50 PM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,10:00,10:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
It's On Us:Gndr Bsd Vlnc Prvnt,LDST 301,11:00,11:50 AM,Fall2023,2023,"Hunter, Kelsey",1,1456
"Cmmnctn,Leadrshp,&Cnflict Mgmt",LDST 420,APPT,,Fall2023,2023,"Woszidlo, Alesia",1,1457
Communication and Leadership,LDST 431,09:30,10:45 AM,Fall2023,2023,"Vietti, Emily",1,1458
Indp Study in Ldrshp Studies,LDST 470,APPT,,Fall2023,2023,"Leyerzapf, Amy",1,1459
Indp Study in Ldrshp Studies,LDST 470,APPT,,Fall2023,2023,"Banwart, Mary",1,1459
Indp Study in Ldrshp Studies,LDST 470,APPT,,Fall2023,2023,"Vietti, Emily",1,1459
Indp Study in Ldrshp Studies,LDST 470,APPT,,Fall2023,2023,"Woszidlo, Alesia",1,1459
Direct Read in Ldrshp Studies,LDST 500,APPT,,Fall2023,2023,"Banwart, Mary",1,1460
Direct Read in Ldrshp Studies,LDST 500,APPT,,Fall2023,2023,"Leyerzapf, Amy",1,1460
Direct Read in Ldrshp Studies,LDST 500,APPT,,Fall2023,2023,"Woszidlo, Alesia",1,1460
Leadership Ethics,LDST 520,APPT,,Fall2023,2023,"Stutzman, Jacob",1,1461
Introductory Linguistics,LING 106,10:00,10:50 AM,Fall2023,2023,"Gabriele, Alison",1,1462
Introductory Linguistics,LING 106,10:00,10:50 AM,Fall2023,2023,,1,1462
Introductory Linguistics,LING 106,11:00,11:50 AM,Fall2023,2023,,1,1462
Introductory Linguistics,LING 106,01:00,01:50 PM,Fall2023,2023,,1,1462
Introductory Linguistics,LING 106,02:00,02:50 PM,Fall2023,2023,,1,1462
Introductory Linguistics,LING 106,10:00,10:50 AM,Fall2023,2023,,1,1462
Introductory Linguistics,LING 106,11:00,11:50 AM,Fall2023,2023,,1,1462
Introductory Linguistics,LING 106,01:00,01:50 PM,Fall2023,2023,,1,1462
Introductory Linguistics,LING 106,02:00,02:50 PM,Fall2023,2023,,1,1462
Introductory Linguistics,LING 106,APPT,,Fall2023,2023,,1,1462
Introductory Linguistics,LING 106,APPT,,Fall2023,2023,,1,1462
Introductory Linguistics,LING 106,12:30,01:45 PM,Fall2023,2023,,1,1462
"Introductory Linguistics, Hnrs",LING 107,11:00,12:15 PM,Fall2023,2023,"Gluckman, John",1,1463
Language and Mind,LING 110,10:00,10:50 AM,Fall2023,2023,"Lee, Jieun",1,1464
Language and Mind,LING 110,10:00,10:50 AM,Fall2023,2023,,1,1464
Language and Mind,LING 110,11:00,11:50 AM,Fall2023,2023,,1,1464
Language and Mind,LING 110,01:00,01:50 PM,Fall2023,2023,,1,1464
Language and Mind,LING 110,02:00,02:50 PM,Fall2023,2023,,1,1464
Language and Mind,LING 110,02:00,02:50 PM,Fall2023,2023,"Lee, Jieun",1,1464
Language and Mind,LING 110,10:00,10:50 AM,Fall2023,2023,,1,1464
Language and Mind,LING 110,11:00,11:50 AM,Fall2023,2023,,1,1464
Language and Mind,LING 110,01:00,01:50 PM,Fall2023,2023,,1,1464
Language and Mind,LING 110,02:00,02:50 PM,Fall2023,2023,,1,1464
Language and Mind,LING 110,11:00,11:50 AM,Fall2023,2023,"Politzer-Ahles, Stephen",1,1464
Language and Mind,LING 110,10:00,10:50 AM,Fall2023,2023,,1,1464
Language and Mind,LING 110,11:00,11:50 AM,Fall2023,2023,,1,1464
Language and Mind,LING 110,01:00,01:50 PM,Fall2023,2023,,1,1464
Language and Mind,LING 110,02:00,02:50 PM,Fall2023,2023,,1,1464
Language and Mind,LING 110,APPT,,Fall2023,2023,,1,1464
Language and Mind,LING 110,APPT,,Fall2023,2023,,1,1464
Language and Mind,LING 110,01:00,02:15 PM,Fall2023,2023,,1,1464
"Language & Mind, Honors",LING 111,02:30,03:45 PM,Fall2023,2023,"Holliday, Jeffrey",1,1465
The Physics of Speech,LING 120,11:00,12:15 PM,Fall2023,2023,,1,1466
The Physics of Speech,LING 120,10:00,10:50 AM,Fall2023,2023,,1,1466
The Physics of Speech,LING 120,11:00,11:50 AM,Fall2023,2023,,1,1466
Intro to Translation & Theory,LING 250,11:00,12:15 PM,Fall2023,2023,"Dickey, Stephen",1,1467
Phonetics I,LING 305,11:00,12:15 PM,Fall2023,2023,"Jongman, Allard",1,1468
Language in Cultur and Society,LING 320,02:00,02:50 PM,Fall2023,2023,"Duncan, Philip",1,1469
Language in Cultur and Society,LING 320,10:00,10:50 AM,Fall2023,2023,,1,1469
Language in Cultur and Society,LING 320,11:00,11:50 AM,Fall2023,2023,,1,1469
Language in Cultur and Society,LING 320,01:00,01:50 PM,Fall2023,2023,,1,1469
Language in Cultur and Society,LING 320,02:00,02:50 PM,Fall2023,2023,,1,1469
Language in Cultur and Society,LING 320,10:00,10:50 AM,Fall2023,2023,"Wade, Lacey",1,1469
Language in Cultur and Society,LING 320,10:00,10:50 AM,Fall2023,2023,,1,1469
